w,h,angle
251.7589723122136,195.16413878960634,1.6219979451631072
251.56249148498733,198.99817968609221,1.6180137193684725
251.3812692462885,202.83336692447182,1.6141277273917483
251.21493261836144,206.66967287080732,1.6103400200699827
251.0631086234499,210.50706989116046,1.6066506326656056
250.9254242837982,214.3455303515934,1.6030595859638175
250.8015066216504,218.18502661816808,1.5995668873432942
250.6909826592504,222.02553105694636,1.5961725318206614
250.59347941884255,225.86701603399024,1.592876503067845
250.50862392267075,229.70945391536173,1.5896787744008345
250.436043192979,233.5528170671226,1.5865793097401246
250.37536425201165,237.39707785533514,1.5835780645422959
250.32621412201254,241.24220864606102,1.580674986701454
250.28821982522587,245.08818180536238,1.5778700174215694
250.26100838389567,248.9349696993011,1.5751630920583501
250.2442068202661,252.7825446939392,1.572554140931219
250.23744215658115,256.6308791553387,1.5700430901047937
250.2403414150849,260.4799454495613,1.5676298621402578
250.25253161802152,264.3297159426692,1.5653143768163955
250.27363978763506,268.1801630007244,1.563096551820385
250.30329294616942,272.0312589897886,1.5609763034082547
250.3411181158689,275.88297627592397,1.5589535470358762
250.38674231897758,279.73528722519245,1.5570281979595657
250.43979257773938,283.58816420365594,1.5552001718072055
250.49989591439845,287.44157957737644,1.55346938512006
250.56667935119904,291.295505712416,1.5518357558653915
250.63976991038496,295.1499149748364,1.5502992039195989
250.71879461420036,299.00477973069974,1.5488596515232405
250.80338048488954,302.86007234606797,1.5475170237073435
250.8931545446964,306.71576518700306,1.5462712486911374
250.98774381586483,310.5718306195667,1.54512225825205
251.08677532063928,314.4282410098214,1.5440699880682236
251.1898760812637,318.2849687238287,1.5431143780328778
251.29667311998202,322.1419861276506,1.542255372541694
251.4067934590384,325.9992655873491,1.5414929207531667
251.5198641206771,329.85677946898636,1.540826976822106
251.63551212714196,333.7145001386241,1.5402575001059209
251.75336450067715,337.5723999623243,1.5397844553450823
251.87304826352678,341.43045130614917,1.5394078128167052
251.99419043793495,345.28862653616034,1.5391275484620561
252.11641804614564,349.14689801841996,1.53894364398779
252.23935811040297,353.00523811898995,1.5388560869413104
252.362637652951,356.8636192039322,1.5388648707599366
252.48588369603394,360.7220136393089,1.5389699947943631
252.60872326189573,364.58039379118173,1.539171464305872
252.7307833727805,368.4387320256129,1.5394692904379375
252.85169105093232,372.2970007086642,1.5398634901616817
252.97107331859527,376.15517220639765,1.5403540861954566
253.08855719801343,380.0132188848752,1.5409411068982657
253.2037697114309,383.8711131101589,1.5416245861371505
253.31633788109173,387.72882724831055,1.542404563128172
253.42588872924006,391.5863336653922,1.5432810822512328
253.53204927811987,395.44360472746575,1.5442541928380367
253.63444654997534,399.3006128005934,1.5453239489337136
253.73270756705048,403.1573302508369,1.5464904090312441
253.8264593515894,407.01372944425816,1.5477536357789905
253.91532892583615,410.86978274691927,1.549113695660841
253.9989433120349,414.72546252488223,1.5505706586489314
254.07692953242963,418.5807411442089,1.5521245978284346
254.14891460926447,422.43559097096124,1.5537755889945877
254.21452556478346,426.2899843712012,1.5555237102213084
254.27338942123072,430.1438937109908,1.5573690414014638
254.32513320085033,433.9972913563921,1.5593116637583642
254.36938392588632,437.85014967346683,1.5613516593282712
254.40576861858284,441.7024410282771,1.5634891104138793
254.43391430118393,445.5541377868849,1.5657240990082366
254.4534479959337,449.4052123153521,1.568056706189198
254.46399672507619,453.2556369797407,1.5704870114840745
254.46518751085551,457.1053841461127,1.5730150922044037
254.45664737551567,460.95442618052994,1.5756410227505517
254.4380033413009,464.8027354490546,1.5783648738865514
254.40888243045518,468.6502843177485,1.5811867119842797
254.36891166522253,472.49704515267354,1.5841065982378377
254.31771806784715,476.3429903198917,1.58712458784783
254.254928660573,480.18809218546505,1.5902407291752831
254.18017046564432,484.0323231154556,1.5934550628663036
254.09307050530506,487.8756554759252,1.5967676209465504
253.99325580179934,491.7180616329357,1.6001784258869012
253.88035337737128,495.5595139525493,1.6036874896401225
