w,h,angle
183.62571042553512,347.4802717007766,-0.03604428925814849
186.84204810349965,347.36429086373096,-0.061070953663000485
190.0150675218896,347.1702702714918,-0.08632959230199137
193.14505915316505,346.8993860870459,-0.1117908181772409
196.23231346978557,346.5528144733792,-0.13742372351956728
199.27712094421125,346.13173159347826,-0.16319608281560502
202.2797720489019,345.6373136103291,-0.18907458045272674
205.2405572563173,345.0707366869184,-0.21502505929020307
208.15976703891747,344.43317698623235,-0.24101278572457824
211.03769186916207,343.725810671257,-0.2670027262254262
213.87462221951108,342.949813904979,-0.2929598298947271
216.67084856242442,342.1063628503845,-0.3188493113759756
219.42666137036184,341.19663367045985,-0.34463692842950355
222.14235111578336,340.22180252819163,-0.3702892486881543
224.81820827114865,339.18304558656575,-0.3957739005042193
227.45452330891766,338.08153900856865,-0.4210598033800554
230.0515867015504,336.9184589571869,-0.4461173741891566
232.6096889215064,335.6949815954064,-0.47091870621960363
235.12912044124585,334.41228308621385,-0.4954377189595105
237.6101717332284,333.0715395925954,-0.5196502774361933
240.05313326991407,331.6739272775373,-0.5435342808036348
242.45829552376267,330.220622304026,-0.5670697206803392
244.82594896723398,328.7128008350477,-0.590238710463797
247.15638407278792,327.1516390335889,-0.6130254874591606
249.4498913128844,325.53831306263567,-0.6354163901425827
251.7067611599833,323.8739990851746,-0.6573998132392561
253.92728408654438,322.1598732641919,-0.6789661435220066
256.1117505650275,320.39711176267366,-0.7001076793498743
258.2604510678927,318.58689074360655,-0.7208185369708761
260.3736760675996,316.7303863699767,-0.7410945465255664
262.4517160366082,314.8287748047704,-0.7609331405357204
264.49486144737847,312.88323221097414,-0.7803332374459837
266.5034027723701,310.89493475157417,-0.799295122536397
268.477630484043,308.8650585895566,-0.8178203282515935
270.41783505485705,306.794779887908,-0.8359115157075723
272.32430695727214,304.6852748096148,-0.8535723588545023
274.19733666374805,302.53771951766294,-0.8708074325031351
276.03721464674476,300.35329017503886,-0.8876221051681148
277.84423137872204,298.1331629447291,-0.9040224374458761
279.6186773321398,295.8785139897198,-0.9200150864373708
281.36084297945786,293.5905194729973,-0.935607216542308
283.07101879313615,291.27035555754793,-0.9508064103197408
284.749495278449,288.9191983925752,-0.9656184661284246
286.39657355363755,286.5382196696349,-0.9800461661953658
288.0125805286927,284.12858024725665,-0.9940967121148474
289.59784695623614,281.69143936999245,-1.0077782581042973
291.15270358888904,279.227956282394,-1.0210990977778704
292.6774811792732,276.7392902290133,-1.034067614494482
294.1725104800101,274.22660045440205,-1.0466922369748426
295.63812224372117,271.6910462031122,-1.058981399855239
297.0746472230279,269.1337867196955,-1.0709435088318602
298.482416170552,266.55598124870386,-1.0825869100473453
299.86175983891485,263.9587890346891,-1.0939198633721243
301.21300898073804,261.3433693222031,-1.1049505192441997
302.53649434864303,258.71088135579765,-1.1156868987392934
303.8325466952512,256.0624843800246,-1.1261368765602024
305.1014967731843,253.39933763943577,-1.136308166649881
306.3436753350637,250.72260037858314,-1.146208310149329
307.5594131335111,248.03343184201842,-1.1558446654409986
308.749040921148,245.33299127429348,-1.165224400035634
309.9128894505957,242.6224379199602,-1.174354484078279
311.0512894744759,239.90293102357043,-1.183241685267863
312.16457174541,237.17562982967598,-1.191892564999114
313.25306701601966,234.4416935828286,-1.200313475553733
314.3171060389262,231.7022815275803,-1.2085105581801967
315.35701956675143,228.9585529084829,-1.2164897419169813
316.3731383521166,226.21166697008812,-1.2242567430241087
317.36579314764333,223.46278295694788,-1.2318170649018885
318.3353147059532,220.71306011361406,-1.2391759983829833
319.2820337796676,217.96365768463846,-1.2463386222942683
320.20628112140815,215.21573491457292,-1.2533098041926332
321.1083874837964,212.47045104796933,-1.2600942011842169
321.9886836194538,209.72896532937952,-1.2666962607431411
322.84750028100177,206.99243700335526,-1.2731202214486563
323.685168221062,204.26202531444846,-1.2793701135644695
324.50201819225595,201.53888950721097,-1.285449759383144
325.2983809472051,198.82418882619456,-1.2913627732614752
326.0745872385311,196.11908251595122,-1.2971125612713275
326.83096781885524,193.42472982103266,-1.3027023203868855
