w,h,angle
144.08924981624142,415.97353283362116,-0.18336545311750235
147.8063616554169,415.2841997740026,-0.1916271018999594
151.5187165375632,414.5639745251622,-0.19958468279565406
155.2264035423511,413.81399216729886,-0.2072383172873915
158.92951174945165,413.03538778061204,-0.21458828129442548
162.62813023853556,412.2292964453005,-0.2216349837996983
166.32234808927382,411.3968532415638,-0.22837894637381767
170.0122543813373,410.53919324960094,-0.23482078362743702
173.69793819439678,409.6574515496111,-0.2409611846164222
177.37948860812324,408.75276322179354,-0.24680089521144738
181.05699470218752,407.82626334634733,-0.25234070143497356
184.73054555626047,406.87908700347174,-0.2575814137620896
188.40023025001304,405.912369273366,-0.26252385237404635
192.06613786311598,404.92724523622894,-0.2671688333485118
195.72835747524027,403.92484997225995,-0.2715171557677608
199.38697816605676,402.9063185616585,-0.2755695897210954
203.04208901523637,401.87278608462327,-0.2793268787804945
206.69377909429483,400.82538756992574,-0.2828246694975033
210.3421165035366,399.76512579572324,-0.2861740942171928
213.98710300392804,398.69258518484435,-0.2893973330619872
217.62872727016295,397.60826763423904,-0.2924947208957811
221.26697797693444,396.5126750408567,-0.2954665770295263
224.90184379893603,395.406309301647,-0.29831320384182997
228.53331341086113,394.2896723135595,-0.30103488546093005
232.16137548740303,393.16326597354373,-0.3036318865062072
235.78601870325522,392.0275921785492,-0.3061044508865356
239.40723173311102,390.88315282552554,-0.3084528006533492
243.02500325166392,389.7304498114224,-0.310677064734146
246.63932225659002,388.56998520925583,-0.3127616106049064
250.250250337565,387.40230066389296,-0.3146706918791157
253.85801311804832,386.2280272394269,-0.3163992058089867
257.462858740972,385.0478082759211,-0.317946959754716
261.0650353492678,383.8622871134386,-0.31931377695209934
264.6647910858677,382.6721070920426,-0.3204994950300902
268.26237409370333,381.4779115517963,-0.32150396469795806
271.8580325157067,380.280343832763,-0.32232704860517963
275.45201449480976,379.08004727500565,-0.3229686203742507
279.0445681739442,377.8776652185876,-0.32342856380907803
282.6359416960419,376.67384100357197,-0.3237067722792018
286.22638320403473,375.4692179700221,-0.3238031482815028
289.8161408408547,374.26443945800094,-0.3237176031796829
293.40546274943335,373.06014880757175,-0.32345005712294383
296.9945970727028,371.8569893587978,-0.32300043914420024
300.5837919535948,370.65560445174236,-0.3223686874381936
304.17329553504135,369.4566374264683,-0.3215547498199447
307.7633559599741,368.2607316230391,-0.3205585843643651
311.354221371325,367.0685303815179,-0.319380160226465
314.94613991202596,365.8806770419677,-0.31801945864198616
318.53935972500875,364.6978149444519,-0.31647639799992155
322.1341289691096,363.5205877267635,-0.31472429375646727
325.7307013782104,362.34974339236385,-0.31269725268400456
329.3293444354928,361.1862873335892,-0.310385152116998
332.930327706209,360.0312639194457,-0.3077878199926932
336.5339207556115,358.8857175189398,-0.3049050767172916
340.14039314895297,357.7506925010781,-0.30173674148711155
343.7500144514854,356.62723323486694,-0.29828263932173654
347.36305422846135,355.51638408931245,-0.2945426088126659
350.9797820451333,354.4191894334213,-0.2905165105901754
354.6004674667536,353.33669363619987,-0.28620423650766497
358.2253800585747,352.26994106665444,-0.28160571954249913
361.85478938584885,351.21997609379133,-0.27672094440825273
365.4889650138288,350.18784308661725,-0.2715499588706621
369.1281765077666,349.1745864141384,-0.2660928857535203
372.7726934329148,348.181250445361,-0.2603499356189212
376.4227853545259,347.20887954929174,-0.25432142009847475
380.0787218378521,346.2585180949368,-0.24800776584554812
383.740772448146,345.33121045130275,-0.241409529074176
387.40920675066,344.428000987396,-0.2345411440931796
391.08427457796313,343.5498854341411,-0.22748850551208588
394.76610334860516,342.697557790409,-0.22028475763312177
398.4547736038706,341.8715965096973,-0.21293052703920015
402.15036578986684,341.07257981090635,-0.20542645848667948
405.8529603527015,340.30108591293657,-0.1977732857614259
409.5626377384817,339.5576930346886,-0.1899718362626802
413.2794783933151,338.8429793950629,-0.18202303553559968
417.0035627633091,338.1575232129599,-0.17392791173094835
420.7349712945709,337.50190270728,-0.16568759996858143
424.47378443320827,336.876696096924,-0.15730334658129785
428.2200826253283,336.2824816007919,-0.14877651321174323
