w,h,angle
189.29549276619161,359.8700402440079,-0.10010759826059114
192.48106987521334,359.5500701924698,-0.11839126842127932
195.65110782457958,359.1730020058246,-0.13604480037322997
198.8061846033885,358.74110236184436,-0.1530476807607791
201.9468782007374,358.2566379382992,-0.16938198305156543
205.0737666057242,357.72187541296057,-0.18503223593183252
208.18742780744643,357.1390814635991,-0.19998527007277683
211.2884397950019,356.5105227679858,-0.2142300486006032
214.3773805574882,355.8384660038919,-0.22775748627435674
217.45482808400308,355.1251778490881,-0.24056026194474564
220.52136036364416,354.3729249813454,-0.2526326283666673
223.57755538550924,353.5839740784348,-0.26397022289708955
226.62399113869574,352.7605918181271,-0.2745698820651502
229.66124561230168,351.9050448781936,-0.28442946247271034
232.6898967954246,351.0195999364051,-0.2935476699852364
235.71052267716212,350.1065236705323,-0.3019238987255484
238.723701246612,349.16808275834654,-0.3095580809856762
241.73001049287186,348.20654387761846,-0.31645054883020274
244.73002840503952,347.2241737061194,-0.3226019078885854
247.72433297221258,346.22323892162,-0.32801292360093554
250.71350218348863,345.20600620189134,-0.33268442001591747
253.6981140279655,344.17474222470435,-0.3366171911082836
256.67874649474084,343.13171366782996,-0.3398119245041953
259.65597757291226,342.07918720903916,-0.3422691374558302
262.63038525157754,341.0194295261029,-0.34398912489294425
265.6025475198343,339.9547072967922,-0.3449719193916429
268.57304236678016,338.88728719887797,-0.3452172629334773
271.5424477815131,337.8194359101312,-0.34472459037841324
274.5113417531305,336.75342010832287,-0.34349302463484427
277.48030227073014,335.69150647122376,-0.3415213835780211
280.44990732340966,334.63596167660506,-0.33880819883919727
283.4207349002668,333.5890524022375,-0.3353517466522149
286.3933629903993,332.5530453258923,-0.3311500910094189
289.36836958290473,331.5302071253402,-0.3262011394219666
292.34633266688076,330.52280447835227,-0.3205027116161005
295.32783023142525,329.53310406269946,-0.3140526215012159
298.31344026563573,328.56337255615273,-0.3068487727264839
301.30374075860993,327.61587663648294,-0.2988892680861183
304.29930969944553,326.6928829814612,-0.2901725329340693
307.30072507724014,325.7966582688584,-0.28069745261963525
310.3085648810917,324.92946917644554,-0.27046352375253535
313.32340710009765,324.0935823819935,-0.2594710188366035
316.3458297233557,323.2912645632733,-0.24772116348001227
319.3764107399635,322.5247823980558,-0.2353277333488414
322.41564618071,321.79606415310974,-0.22309389121465012
325.46344388626784,321.1046094212929,-0.2113726960242702
328.5194547765243,320.44885695341236,-0.20016862704024516
331.5833286964775,319.82724106198975,-0.18948390072408167
334.65471549112544,319.23819605954657,-0.17932001922478794
337.733265005466,318.6801562586045,-0.1696778556090425
340.8186270844973,318.1515559716849,-0.1605577362324779
343.91045157321713,317.6508295113092,-0.1519595196667983
347.0083883166238,317.17641118999927,-0.14388267172814762
350.112087159715,316.72673532027636,-0.13632633626669216
353.2211979474887,316.3002362146621,-0.12928940148386994
356.3353705249432,315.8953481856781,-0.1227705616275724
359.45425473707616,315.5105055458457,-0.1167683739912103
362.5775004288858,315.1441426076866,-0.11128131120283047
365.70475744537003,314.79469368372224,-0.1063078088369347
368.8356756315268,314.46059308647415,-0.10184630841898709
371.9699048323541,314.1402751284639,-0.09789529591799641
375.10709489284994,313.83217412221296,-0.09445333583925615
378.24689565801225,313.5347243802429,-0.09151910103847
381.3889569728391,313.24636021507524,-0.08909139838032573
384.53292868232853,312.96551593923164,-0.08716919036072429
387.6784606314784,312.6906258652334,-0.08575161280267399
390.82520266528684,312.42012430560214,-0.08483798872459422
393.9728046287516,312.1524455728595,-0.08442783846231923
397.1209163668709,311.88602397952684,-0.084520886108343
400.2691877246426,311.61929383812594,-0.08511706231343225
403.41726854706485,311.35068946117804,-0.08621650347147215
406.56480867913547,311.0786451612048,-0.08781954729122714
409.71145796585245,310.80159525072776,-0.08992672473337979
412.8568662522138,310.5179740422684,-0.09253874827356537
416.0006833832176,310.2262158483483,-0.09565649643178505
419.1425592038617,309.92475498148895,-0.09928099449148606
422.2821435591443,309.6120257542119,-0.1034133913181809
425.4190862940631,309.28646247903873,-0.10805493217524006
428.55303725361637,308.9464994684909,-0.11320692742940021
