w,h,angle
251.77379078980815,506.48506699922376,-1.5962965135658407
251.6946639863019,503.3827504363134,-1.5899114787791961
251.6353784262066,500.2816325794658,-1.583711933304399
251.59533840981896,497.18167827716996,-1.577698887107828
251.573948237435,494.0828523779136,-1.5718732521378143
251.5706122093514,490.9851197301854,-1.566235848000831
251.58473462586434,487.8884451824738,-1.5607874075983847
251.61571978727022,484.7927935832667,-1.5555285827043115
251.66297199386548,481.69812978105307,-1.550459949460317
251.72589554594646,478.6044186243208,-1.5455820137710325
251.80389474380934,475.51162496155814,-1.5408952165813692
251.8963738877509,472.419713641254,-1.5363999390220173
252.00273727806714,469.3286495118962,-1.5320965074068411
252.1223892150546,466.2383974219733,-1.5279851980735266
252.25473399900963,463.1489222199737,-1.5240662420541675
252.39917593022867,460.0601887543857,-1.5203398295682435
252.55511930900803,456.97216187369764,-1.5168061143295195
252.721968435644,453.8848064263978,-1.5134652176602763
252.89912761043306,450.7980872609747,-1.510317232407784
253.08600113367163,447.71196922591656,-1.5073622266576125
253.28199330565585,444.62641716971166,-1.5046002472402225
253.48650842668238,441.5413959408485,-1.5020313230289242
253.69895079704742,438.4568703878154,-1.4996554680248488
253.9187247170473,435.37280535910054,-1.4974726842290331
254.1452344869785,432.28916570319234,-1.4954829642995082
254.37788440713751,429.2059162685796,-1.4936862939927897
254.6160787778204,426.12302190375,-1.492082654388442
254.85922189932373,423.0404474571921,-1.4906720238983082
255.10671807194393,419.95815777739466,-1.4894543800584925
255.3579715959773,416.8761177128455,-1.4884297011049905
255.61238677172005,413.794292112033,-1.487597967333263
255.86936789946876,410.71264582344594,-1.4869591622421339
256.1283192795198,407.6311436955723,-1.486513273461653
256.3886452121694,404.54975057690046,-1.486260293465556
256.649749997714,401.4684313159188,-1.4862002200688649
256.9110379364502,398.387150761116,-1.486333056710555
257.17191332867395,395.3058737609798,-1.4866588125202198
257.43178047468194,392.22456516399893,-1.4871775021714635
257.69004367477044,389.14318981866177,-1.487889145518694
257.9461072292358,386.0617125734566,-1.4887937670194946
258.1993754383744,382.9800982768717,-1.4898913949411847
258.44925260248266,379.8983117773954,-1.4911820603518022
258.69514302185684,376.8163179235161,-1.4926657958943985
258.93645099679344,373.7340815637222,-1.494342634345531
259.1725808275888,370.65156754650195,-1.4962126069562023
259.40293681453926,367.5687407203439,-1.4982757415761983
259.6269232579412,364.48556593373615,-1.500532060560794
259.84394445809096,361.4020080351672,-1.5029815784604483
260.05340471528507,358.3180318731254,-1.5056242994936517
260.2547083298197,355.2336022960989,-1.5084602148028183
260.44725960199133,352.1486841525763,-1.5114892994952824
260.6304628320963,349.06324229104587,-1.5147115094698156
260.803722320431,345.97724155999583,-1.5181267780307877
260.96644236729185,342.89064680791483,-1.5217350122929325
261.11802727297504,339.803422883291,-1.5255360893788739
261.2578813377772,336.7155346346126,-1.529529852414944
261.3854088619945,333.6269469103681,-1.5337161063284677
261.5000141459234,330.53762455904587,-1.5380946134538527
261.60110148986024,327.4475324291343,-1.5426650889538245
261.68807519410143,324.3566353691216,-1.5474271960641446
261.7603395589433,321.2648982274962,-1.5523805411715577
261.8172988846823,318.1722858527465,-1.5575246687360145
261.85835747161474,315.07876309336075,-1.5628590560695212
261.88291962003694,311.9842947978273,-1.5683831079861963
261.8903896302454,308.8888458146346,-1.5740961513394656
261.8801718025364,305.792380992271,-1.579997429463762
261.8516704372063,302.6948651792246,-1.586086096541233
261.8042898345516,299.5962632239841,-1.5923612119146524
261.7374342948685,296.49653997503765,-1.5988217343699878
261.65050811845344,293.3956602808736,-1.605466516415342
261.54291560560284,290.29358898998044,-1.6122942985829811
261.4140610566131,287.1902909508463,-1.6193037037851263
261.26334877178044,284.0857310119597,-1.6264932317546636
261.09018305140137,280.9798740218088,-1.6338612536053803
260.8939681957722,277.8726848288822,-1.6414060065462956
260.67410850518934,274.76412828166815,-1.649125588788356
260.43000827994916,271.65416922865495,-1.6570179546813917
260.16107182034796,268.54277251833093,-1.6650809101219561
259.8667034266822,265.4299029991846,-1.6733121082731401
