w,h,angle
241.19971665249935,468.0632949352942,-1.474988639273778
241.50705663965928,464.8652317146466,-1.487691839382883
241.77327873644782,461.6691475097032,-1.500075543548405
241.99954928606053,458.47499173217165,-1.5121328179333111
242.18703463169254,455.2827137937588,-1.523857377364663
242.33690111653934,452.09226310617197,-1.5352435618247704
242.4503150837963,448.9035890811185,-1.5462863101308753
242.5284428766587,445.71664113030533,-1.5569811312874826
242.57245083832186,442.5313686654401,-1.567324073978034
242.58350531198127,439.34772109822956,-1.5773116946387438
242.56277264083207,436.16564784038104,-1.5869410245297808
242.51141916806986,432.985098303602,-1.596209536189494
242.43061123688977,429.80602189959933,-1.6051151096206442
242.32151519048733,426.62836804008043,-1.6136559985273515
242.18529737205782,423.4520861367524,-1.6218307968824481
242.02312412479657,420.2771256013227,-1.6296384060735742
241.83616179189903,417.1034358454982,-1.637078002841616
241.6255767165604,413.9309662809863,-1.644149008193074
241.3925352419761,410.75966631949416,-1.6508510574398088
241.13820371134156,407.5894853727291,-1.6571839714903742
240.86374846785196,404.42037285239803,-1.6631477294930437
240.57033585470288,401.2522781702084,-1.6687424429089956
240.25913221508952,398.0851507378675,-1.6739683310722122
239.93130389220713,394.9189399670822,-1.6788256982777832
239.58801722925125,391.75359526956004,-1.6833149124243454
239.2304385694173,388.58906605700827,-1.687436385223653
238.8597342559004,385.4253017411338,-1.6911905539811118
238.47707063189603,382.2622517336439,-1.694577864943033
238.0836140405996,379.0998654462461,-1.6975987581994
237.68053082520635,375.93809229064726,-1.7002536541273388
237.2689873289116,372.7768816785546,-1.7025429413577484
236.85014989491083,369.61618302167557,-1.7044669662458152
236.42518486639935,366.45594573171724,-1.7060260238259988
235.99525858657245,363.29611922038674,-1.7072203502332586
235.5615373986255,360.1366528993914,-1.7080501165739366
235.12518764575404,356.9774961804385,-1.7085154242324854
234.68737567115312,353.818598475235,-1.7086163016021592
234.24926781801824,350.65990919548824,-1.708352702233986
233.81203042954488,347.50137775290557,-1.7077245043992952
233.3768298489281,344.34295355919403,-1.7067315120665723
232.9448324193635,341.1845860260608,-1.7053734572986576
232.51720448404637,338.0262245652132,-1.7036500040774858
232.095112386172,334.86781858835843,-1.7015607535702126
231.6797224689358,331.70931750720365,-1.6991052508526312
231.27220107553308,328.5506707334562,-1.6962829931084582
230.87371454915922,325.391827678823,-1.693093439326745
230.48542923300963,322.23273775501156,-1.6895360215195554
230.10851147027955,319.0733503737289,-1.6856101574836344
229.74412760416442,315.91361494668234,-1.6813152651290817
229.39344397785956,312.75348088557905,-1.676650778395486
229.0576269345603,309.5928976021262,-1.6716161647731973
228.737842817462,306.4318145080311,-1.6662109444420825
228.43525796976004,303.2701810150009,-1.6604347110329216
228.15103873464977,300.1079465347428,-1.6542871540077424
227.88635145532652,296.945060478964,-1.6477680826440158
227.6423624749857,293.78147225937175,-1.6408774515940892
227.42023813682255,290.61713128767315,-1.6336153879742776
227.22114478403253,287.4519869755756,-1.625982219920496
227.04624875981096,284.2859887347862,-1.6179785065238694
226.89671640735315,281.11908597701216,-1.6096050690368824
226.7737140698545,277.95122811396067,-1.6008630232127938
226.67840809051037,274.78236455733895,-1.5917538126114001
226.61196481251608,271.6124447188543,-1.5822792426722647
226.57555057906694,268.4414180102138,-1.5724415153227635
226.57033173335844,265.26923384312477,-1.5622432638524655
226.5974746185858,262.0958416292943,-1.5516875877482663
226.65814557794442,258.9211907804297,-1.5407780871491954
226.75351095462975,255.74523070823815,-1.5295188965421995
226.88473709183694,252.56791082442686,-1.5179147172858314
227.05299033276145,249.38918054070297,-1.5059708485180126
227.2594370205987,246.20898926877385,-1.4936932159743397
227.505243498544,243.02728642034657,-1.481088398221927
227.7915761097926,239.84402140712842,-1.4681636497978898
228.11960119753994,236.65914364082653,-1.454926920733424
228.49048510498136,233.47260253314812,-1.4413868719463354
228.90539417531224,230.28434749580055,-1.4275528859976083
229.36549475172794,227.0943279404908,-1.4134350727317055
229.8719531774237,223.90249327892627,-1.3990442693574123
230.42593579559505,220.7087929228141,-1.3843920345767522
