w,h,angle
360.53626787533517,450.13784971908416,-1.9618677495104848
359.4413117302415,447.48217399611497,-1.9625105066862283
358.3433916612801,444.8241589988592,-1.962995351015549
357.2429835055221,442.16377670276506,-1.963322876763445
356.1405631000379,439.5009990832798,-1.9634936249661643
355.0366062818989,436.8357981158516,-1.9635080837568193
353.93158888817567,434.16814577592834,-1.9633666887617027
352.8259867559391,431.49801403895736,-1.9630698235676676
351.72027572226017,428.82537488038696,-1.9626178202571811
350.6149316242096,426.15020027566453,-1.9620109600113431
349.5104302988581,423.472462200238,-1.9612494737796227
348.40724758327707,420.79213262955534,-1.9603335430173694
347.30585931453686,418.1091835390641,-1.9592633004894173
346.20674132970856,415.4235869042122,-1.9580388311431178
345.11036946586296,412.7353147004474,-1.956660173049801
344.01721956007117,410.04433890321764,-1.9551273184179183
342.92776744940375,407.35063148797053,-1.953440214678094
341.8424889709317,404.6541644301539,-1.9515987656443952
340.7618599617258,401.95490970521564,-1.9496028327525423
339.68635625885713,399.25283928860347,-1.9474522363798275
338.6164536993962,396.5479251557652,-1.9451467572479904
337.5526281204141,393.8401392821485,-1.942686137915392
336.4953553589818,391.1294536432015,-1.940070084359534
335.44511125216985,388.4158402143716,-1.9372982676560844
334.40237163704944,385.6992709711068,-1.934370325758447
333.3676123506914,382.9797178888551,-1.9312858653817213
332.34130923016636,380.25715294306383,-1.9280444639970746
331.3239381125452,377.53154810918096,-1.9246456719407272
330.31597483489924,374.8028753626547,-1.9210890146438309
329.3178952342989,372.0711066789324,-1.917373994986734
328.330175147815,369.3362140334618,-1.913500095785429
327.3532904125187,366.59816940169094,-1.9094667824139668
326.3877168654808,363.8569447590677,-1.9052735055690015
325.433930343772,361.1125120810394,-1.9009197041817378
324.49240668446316,358.3648433430542,-1.8964048084829768
323.5636217246255,355.6139105205601,-1.8917282432263571
322.6480513013295,352.85968558900447,-1.8868894310743742
321.7461712516461,350.10214052383526,-1.8818877961527112
320.8584574126464,347.34124730050036,-1.8767227677768794
319.98538562140095,344.5769778944474,-1.8713937843547293
319.12743171498084,341.8093042811243,-1.8659002974692989
318.28507153045683,339.03819843597887,-1.8602417761436725
317.45878090489975,336.2636323344588,-1.8544177112908145
316.6490356753807,333.48557795201197,-1.8484276203495262
315.85631167897026,330.70400726408616,-1.8422710521061294
315.0810847527394,327.9188922461291,-1.8359475917025043
314.32383073375905,325.1302048735887,-1.8294568658275472
313.5850254591,322.3379171219127,-1.822798548089236
312.8651447658332,319.54200096654887,-1.8159723645630368
312.16466449102944,316.74242838294504,-1.8089780995099263
311.4840604717595,313.93917134654896,-1.8018156012564848
310.82380854509444,311.1322018328085,-1.7944847882278616
310.18438454810496,308.3214918171715,-1.7869856551207357
309.5662643178621,305.50701327508557,-1.7793182792041813
308.9699236914366,302.68873818199864,-1.7714828267309497
308.39583850589935,299.8666385133585,-1.7634795594422066
307.8444845983212,297.04068624461286,-1.7553088411441844
307.31633780577306,294.21085335120966,-1.746971144334373
306.81187396532573,291.3771118085966,-1.7384670568506582
306.33156891405014,288.5394335922215,-1.729797288516192
305.8758984890171,285.6977906775321,-1.7209626777480547
305.4453385272976,282.8521550399763,-1.7119641980970948
305.0403648659624,280.00249865500183,-1.7028029646820249
304.66145334208227,277.1487934980565,-1.6934802404800888
304.3090797927283,274.29101154458806,-1.6839974424330215
303.9837200549712,271.4291247700444,-1.6743561473247126
303.68584996588186,268.56310514987325,-1.6645580973868788
303.4159453625312,265.6929246595225,-1.6546052055845435
303.17448208199005,262.81855527443975,-1.6444995605341413
302.96193596132923,259.939968970073,-1.6342434310046112
302.7787828376197,257.05713772186994,-1.6238392699519926
302.6254985479323,254.1700335052784,-1.613289718037062
302.50255892933785,251.2786282957462,-1.6025976065767873
302.4104398189072,248.38289406872101,-1.5917659598805842
302.34961705371126,245.48280279965076,-1.5807979969241417
302.320566470821,242.57832646398325,-1.569697132315761
302.3237639073071,239.66943703716618,-1.558466976512026
302.35968520024045,236.7561064946474,-1.5471113352446915
302.4288061866921,233.83830681187476,-1.5356342081234624
