w,h,angle
184.49767298292676,408.9779150298452,0.020775574359455106
188.2253441968674,409.05537068457784,0.013781120921666676
191.953382291264,409.10675048107004,0.0070148796926462875
195.68177413092286,409.13290513028437,0.00047743108067126617
199.41050658064987,409.13468534318264,-0.005830763378367393
203.13956650525128,409.11294183072744,-0.011909350946091957
206.868940769533,409.0685253038805,-0.017758077852758118
210.59861623830105,409.002286473604,-0.023376779746977244
214.32857977636166,408.9150760508604,-0.028765372448362705
218.05881824852085,408.8077447466116,-0.033923843023596516
221.7893185195845,408.6811432718197,-0.03885224120533834
225.52006745435892,408.536122337447,-0.04355067116709803
229.25105191765,408.37353265445546,-0.04801928366457387
232.9822587742639,408.19422493380745,-0.05225826855344862
236.71367488900663,407.99904988646506,-0.05626784768749898
240.4452871266843,407.7888582233903,-0.060048268201829895
244.17708235210296,407.56450065554554,-0.06359979618290851
247.9090474300686,407.3268278938927,-0.06692271072464116
251.64116922538742,407.07669064939415,-0.07001729837072646
255.37343460286533,406.8149396330118,-0.07288384793928385
259.10583042730855,406.54242555570795,-0.07552264572828384
262.838343563523,406.2599991284448,-0.07793397109684605
266.5709608763148,405.9685110621843,-0.0801180924182596
270.30366923048996,405.66881206788867,-0.08207526340094821
274.0364554908547,405.36175285652007,-0.08380571977172208
277.769306522215,405.04818413904087,-0.08530967631761177
281.5022091893768,404.7289566264129,-0.08658732428063265
285.23515035714627,404.4049210295984,-0.0876388291027453
288.9681168903295,404.0769280595596,-0.08846432851592767
292.7010956537326,403.74582842725863,-0.08906393097467219
296.4340735121614,403.41247284365744,-0.08943771442718136
300.16703733042226,403.07771201971855,-0.08958572542465881
303.89997397332104,402.74239666640375,-0.08950797856441242
307.63287030566374,402.4073774946753,-0.08920445626837932
311.3657131922567,402.0735052154954,-0.08867510889485102
315.0984894979058,401.74163053982636,-0.08791985518471102
318.8311860874171,401.41260417862986,-0.08693858304199563
322.56378982559664,401.08727684286845,-0.08573115065250769
326.2962875772506,400.7664992435042,-0.08429738794026588
330.028666207185,400.45112209149914,-0.0826370983662422
333.76091258020585,400.14199609781565,-0.08075006107275078
337.4930135611192,399.83997197341546,-0.0786360333759069
341.2249560147312,399.5459004292612,-0.07629475361304142
344.9567268058479,399.26063217631474,-0.07372594434632733
348.6883127992753,398.9850179255383,-0.07092931593045933
352.4197008598194,398.7199083878939,-0.06790457044702582
356.1508778522865,398.4661542743439,-0.06465140601173379
359.88183064148245,398.22460629585026,-0.06116952145769757
363.61254609221334,397.99611516337524,-0.0574586214004325
367.34301106928535,397.781531587881,-0.05351842168671587
371.0732124375044,397.5817062803296,-0.04934865523087928
374.8031370616766,397.39748995168327,-0.04494911444206356
378.53277178890556,397.2297331784064,-0.04032048071587482
382.2621030284463,397.0792832103393,-0.035463507998669305
385.99111673394367,396.9469838357551,-0.030378105522839205
389.7197988377868,396.83367868142705,-0.02506419032707613
393.4481352723643,396.74021137412865,-0.019521738727584188
397.17611197006494,396.6674255406333,-0.013750794674067956
400.903714863277,396.61616480771403,-0.007751478447163058
404.6309298843899,396.58727280214487,-0.0015239956834812384
408.35774296579183,396.58159315069855,0.004931353295074456
412.08414003987184,396.59996948014884,0.011614163866589478
415.81010703901836,396.64324541726904,0.01852391724046639
419.53562989562033,396.71226458883234,0.02565997036501671
423.2606945420663,396.80787062161244,0.033021545648096305
426.9852869107451,396.9309071423825,0.0406077205341363
430.7093929340456,397.082217777916,0.048417416982965006
434.43299854435617,397.2626461549862,0.05644939090407887
438.1560896740658,397.47303590036665,0.06470222160335283
441.878652255563,397.71423064083046,0.07317430130654617
445.6006722212367,397.98707400315135,0.08186382482676367
449.3221355034756,398.29240961410255,0.09076877945160382
453.0430280346683,398.6310811004574,0.09988693512752701
456.76333574720354,399.0039320889892,0.10921583502568676
460.48304457347,399.4118062064715,0.11875278657660139
464.20214044585657,399.85554707967754,0.12849485306570138
467.9206092967518,400.3359983353808,0.13843884588272523
471.6384370585445,400.8540036003547,0.1485813175222422
475.35560966362334,401.41040650137245,0.15891855543207917
